
62	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	-0	-948.813	0
115	43	76	93.9902	-1.23338	73.6737
115	43	76	101.746	-0.95314	72.8758
115	43	76	101.549	-0.943604	72.8753
115	43	76	101.663	-0.957672	72.8727
115	43	76	101.548	-1.01166	72.853
115	43	76	94.343	-1.37889	73.6561
115	43	76	94.4215	-1.40446	73.6283
115	43	76	94.5452	-1.45357	73.6329
115	43	76	94.9744	-1.46721	73.6136
115	43	76	95.0883	-1.46115	73.6082
115	43	76	94.8723	-1.50833	73.6377
115	43	76	94.8723	-1.50833	73.6377
115	43	76	95.104	-1.48637	73.6041
115	43	76	94.8946	-1.5126	73.635
115	43	76	95.1337	-1.49997	73.6122
115	43	76	94.8578	-1.50008	73.628
115	43	76	94.7871	-1.4996	73.6345
115	43	76	94.7851	-1.51845	73.6436
115	43	76	94.8723	-1.50833	73.6377
115	43	76	94.7726	-1.49135	73.6247
115	43	76	94.7871	-1.4996	73.6345
115	43	76	94.8424	-1.49474	73.6296
115	43	76	94.8723	-1.50833	73.6377
115	43	76	94.8723	-1.50833	73.6377
115	43	76	94.7851	-1.51845	73.6436
115	43	76	94.7	-1.50972	73.6403
115	43	76	95.1337	-1.49997	73.6122
115	43	76	94.7442	-1.49469	73.6424
115	43	76	94.7	-1.50972	73.6403
115	43	76	94.8848	-1.49855	73.6408
115	43	76	94.8723	-1.50833	73.6377
115	43	76	94.7871	-1.4996	73.6345
115	43	76	94.8723	-1.50833	73.6377
115	43	76	94.8723	-1.50833	73.6377
115	43	76	94.8025	-1.50494	73.6329
115	43	76	94.8723	-1.50833	73.6377
115	43	76	95.1337	-1.49997	73.6122
115	43	76	94.7975	-1.50867	73.6467
115	43	76	94.6708	-1.4912	73.6251
115	43	76	94.6153	-1.49606	73.6299
115	43	76	94.9788	-1.48785	73.6043
115	43	76	94.8723	-1.50833	73.6377
115	43	76	94.7871	-1.4996	73.6345
115	43	76	94.7173	-1.49622	73.6296
115	43	76	94.8025	-1.50494	73.6329
115	43	76	94.8848	-1.49855	73.6408
115	43	76	94.8025	-1.50494	73.6329
115	43	76	94.8723	-1.50833	73.6377
115	43	76	95.1337	-1.49997	73.6122
115	43	76	95.1337	-1.49997	73.6122
115	43	76	94.8424	-1.49474	73.6296
